ItemID,Sentiment,SentimentText,clean_text,sentiment
377664,1,@PolaroidMike Google 'sweet little piano' and it's a program that'll allow your computer keyboard to be recognized as a MIDI controller. ,google sweet little piano and its a program thatll allow your computer keyboard to be recognized as a midi controller,neutral
711204,0,"Falling asleep in car. Yawn. No school today, please. No calc final. ",falling asleep in car yawn no school today please no calc final,negative
811113,0,@gisseller hoe  you know your gonna watch the Taylor Swift thing. its like a backstage thing to her tour. WATCH IT,hoe you know your gonna watch the taylor swift thing its like a backstage thing to her tour watch it,negative
778661,1,I agree with @itsallajoke about Harpers Island being nothing without @Chris_Gorham's adorable face ,i agree with about harpers island being nothing without s adorable face,neutral
308960,1,@melmyfinger ill check that out ,ill check that out,neutral
1010993,0,My bf just hurt my feelings ,my bf just hurt my feelings,negative
429812,1,@petsaretalking OMG that's so true Bridget. I had to gold-star that one. ,omg thats so true bridget i had to goldstar that one,neutral
844856,0,@ImTribute did you read the comments on his videos?? they are SO mean. I was blown away by how hateful they were. he's obviously sick. ,did you read the comments on his videos they are so mean i was blown away by how hateful they were hes obviously sick,negative
1047984,1,@Meeps625 Oh One of the better programes on tele I thinks ,oh one of the better programes on tele i thinks,neutral
836741,1,http://twitpic.com/7gpop - Monday! Monday! Sunny outside my office. Check it out! ,monday monday sunny outside my office check it out,neutral
38763,0,@Amy_leigh14 why aren't you replying?  x,why arent you replying x,negative
797593,0,Happy father day dad! Even thou your in panama ,happy father day dad even thou your in panama,negative
241458,1,@JustinMGaston do u write the quotes!!?! or u get them from somewhere? they r really cute! ,do u write the quotes or u get them from somewhere they r really cute,neutral
687328,0,@changibedsheets Who needs on in real life when I can have 100 on the Internet woohoo. j/k ,who needs on in real life when i can have on the internet woohoo jk,negative
722187,0,@davethegreat - Okay  Done.,okay done,negative
151507,1,"@davidrules04 happy birthday, hope you get loads of cool presents ",happy birthday hope you get loads of cool presents,neutral
689677,1,"Going optical: Just bought whole wiring system for in house. Let's upgrade HDMI to Optical, sounds more clear ",going optical just bought whole wiring system for in house lets upgrade hdmi to optical sounds more clear,neutral
933023,1,I'm home!  ah...bed.,im home ahbed,neutral
849188,0,@innik in Indy not the A ,in indy not the a,negative
774543,1,got alot to do ... God in it though so Im cool ,got alot to do god in it though so im cool,neutral
47989,0,@ArmandoRJ  I am really trying to like Todd. I wish it weren't so hard.,i am really trying to like todd i wish it werent so hard,negative
81339,1,"@chateaubrys thank you, you're welcome ",thank you youre welcome,neutral
346292,0,"@Mabetini  *hugs* You know how to get in touch if you want someone to talk to. Any time, 24/7",hugs you know how to get in touch if you want someone to talk to any time,negative
176253,0,@golden so i txt you like you asked.......got nothing  -sad day,so i txt you like you askedgot nothing sad day,negative
583074,1,bing.com loves templatica ,bingcom loves templatica,neutral
178828,1,@eballs I dont see the option Direct Message ,i dont see the option direct message,neutral
722301,0,Finally EXAMS overrrrrrrr... Phewwwwww... gotta go n get some rest... Too Tired with the BUSY Schedule ,finally exams overrrrrrrr phewwwwww gotta go n get some rest too tired with the busy schedule,negative
535074,1,"@youcollme http://bornarebours.tumblr.com i'm going to make a new one though, what's yours? ",im going to make a new one though whats yours,neutral
425860,1,"@SensualStories I've read it and um, your other tweets would be the perfect way to start the day. Might even beat out coffee. ",ive read it and um your other tweets would be the perfect way to start the day might even beat out coffee,neutral
177050,1,"@Gracemonzel I have tons of followers too, but I only follow a few ",i have tons of followers too but i only follow a few,neutral
192338,1,"@eve76 woo matts very nice! i want some too though, k? ",woo matts very nice i want some too though k,neutral
367233,0,@PaulCantor Sleep won   LMAO!!  I just woke up.,sleep won lmao i just woke up,negative
977482,1,"Jenny don't nudge me you monkeyy, emily and jenny are lesbians at the moment ",jenny dont nudge me you monkeyy emily and jenny are lesbians at the moment,neutral
999360,0,just heard tbs on kroq...and they sure do sound like a kroq band now  #melo,just heard tbs on kroqand they sure do sound like a kroq band now,negative
163131,1,@Fraig were you just waiting for more real people to get twitter before you used it too? ,were you just waiting for more real people to get twitter before you used it too,neutral
485678,1,"@Shan_09 Well, whenever i have kids i assure you it'll be P!nk ",well whenever i have kids i assure you itll be pnk,neutral
327554,1,@MoviesOnTCM No problem ,no problem,neutral
749940,1,getting ready for the last day of school. ,getting ready for the last day of school,neutral
240284,1,@kandeezie would love to see that! ,would love to see that,neutral
474050,0,@samjmoody i got your son's cold and i cant taste anything ,i got your sons cold and i cant taste anything,negative
582761,0,"Arrived in Bolton, no wallet. On pay car park and have no lunch  what a genius. Help me @dandypig",arrived in bolton no wallet on pay car park and have no lunch what a genius help me,negative
1048229,0,"Misses boyfriend more then anyone can imagine. This is soo hard, but I love you ",misses boyfriend more then anyone can imagine this is soo hard but i love you,negative
352007,1,@Max_Mertens You got facebook? http://tinyurl.com/c44c6r Come join up!  x,you got facebook come join up x,neutral
589772,1,"Aight, pau au'au... Heading to the Blaisdell Arena for the Ladies of the 80's concert!!! CheeHee... Awwrrite!!! ",aight pau auau heading to the blaisdell arena for the ladies of the s concert cheehee awwrrite,neutral
967609,1,Is giggling hysterically and can't seem to stop! ,is giggling hysterically and cant seem to stop,neutral
284340,1,@lutkendx congratulations! Proud papa! ,congratulations proud papa,neutral
406330,0,"@rustyrockets russ.you need to tweet me,, im feeling all lonley now at getting ignored    xxxx",russyou need to tweet me im feeling all lonley now at getting ignored xxxx,negative
140919,0,@createillusions omg you're still awake. i can't sleep ,omg youre still awake i cant sleep,negative
81583,0,@Carmellows I don't know lah.... ,i dont know lah,negative
16738,1,:p tommorow alex's party. blahh then idk ,p tommorow alexs party blahh then idk,neutral
759183,0,going to have a shower and get ready for work.........work ,going to have a shower and get ready for workwork,negative
589936,0,Aiyaaa... I'll probably only get my car on Tuesday next week. Boring la weekend with no wife and no new car ,aiyaaa ill probably only get my car on tuesday next week boring la weekend with no wife and no new car,negative
73317,0,@candicekei yess! i left him a comment with like 20 sad smilies yesterday  he will be missedddd. *sigh*,yess i left him a comment with like sad smilies yesterday he will be missedddd sigh,negative
369962,0,@PerezHilton i wanna see 17 again too ,i wanna see again too,negative
88067,0,@CientifiQ Youre having a bad day ,youre having a bad day,negative
201097,1,"@indysawhney I love that I am your best pal. I am available for consulting, BTW, at &quot;twitter pal&quot; discounted rates ",i love that i am your best pal i am available for consulting btw at quottwitter palquot discounted rates,neutral
529268,1,@TomPlant PS Your fiance is lovely - no wonder you have that big smile on your face ,ps your fiance is lovely no wonder you have that big smile on your face,neutral
819342,0,i had been very very busy for the past few days ,i had been very very busy for the past few days,negative
267479,1,@jennettemccurdy is an awesome ice skaterrr!  ahha just watched her video on youtube. ,is an awesome ice skaterrr ahha just watched her video on youtube,neutral
776987,0,"@emmasmom20   Hopefully she'll outgrow it - I had one when I was little too, but no more. But good to keep an eye on it w/ cardiologist.",hopefully shell outgrow it i had one when i was little too but no more but good to keep an eye on it w cardiologist,negative
493706,1,@sonya_jonsgirl I'm sure your daughter will lovee it!  Have fun!,im sure your daughter will lovee it have fun,neutral
635825,1,"blame it on the goose gotcha feelin loose, blame it on the tron gotcha in the zone;; michelle...this is your fault. lol. ",blame it on the goose gotcha feelin loose blame it on the tron gotcha in the zone michellethis is your fault lol,neutral
862191,0,@janineshepherd Hi AJnie. HowÂ´s it going down under. IÂ¨m getting bitten 2 death here in the Carribean ,hi ajnie hows it going down under im getting bitten death here in the carribean,negative
459977,0,"@tobi319 I wish but I'm actually in the office today, that's kind of frowned upon but ends up in the same result - me working late ",i wish but im actually in the office today thats kind of frowned upon but ends up in the same result me working late,negative
309711,0,@meredithday i miss you. i wish you were here to buy me space market and candy coffee. ,i miss you i wish you were here to buy me space market and candy coffee,negative
927332,1,is watching the Finals of the Rolando Garos French Open  http://plurk.com/p/z49s3,is watching the finals of the rolando garos french open,neutral
376781,1,@PleaseBiteMe It's totally fair ,its totally fair,neutral
799552,1,"I AM the Bionic Commando... retro, current gen and whatever the future may hold! ",i am the bionic commando retro current gen and whatever the future may hold,neutral
816344,1,"Hell, I'm a great cook!  ",hell im a great cook,neutral
686609,1,Follow me  twitter.com/adcoadc.. Van is in the driveway ,follow me twittercomadcoadc van is in the driveway,neutral
791475,0,I can't fall back asleep and none of my friends are awake ,i cant fall back asleep and none of my friends are awake,negative
726648,1,@davidptdf HaHa Its Fun ,haha its fun,neutral
464089,1,@Robinnnnnnnn but the're dressy pants  i dont want to wear a dress,but there dressy pants i dont want to wear a dress,neutral
912151,1,is happy about all the shopping we did earlier  http://plurk.com/p/xcxnk,is happy about all the shopping we did earlier,neutral
670278,1,"food, first thing ive eaten today  its 7:07 pm ",food first thing ive eaten today its pm,neutral
94735,0,@Courtni2 sorry to tell rush that we might not get this ,sorry to tell rush that we might not get this,negative
388182,1,@mudandgears @spittingcat No access to pink noise but I've gone for The Specials on the iPod...it's doing the trick! ,no access to pink noise but ive gone for the specials on the ipodits doing the trick,neutral
514688,1,@TheRealJordin Woohoo Jordin! Awesome to see you on twitter  Can't wait for this Duet with Leona Lewis you keep wanting to happen.. #1!!,woohoo jordin awesome to see you on twitter cant wait for this duet with leona lewis you keep wanting to happen,neutral
194621,0,@IAMtheCOMMODORE im from michigan and i want to go sooooo bad!!!!! But..... My parents wont let me. ,im from michigan and i want to go sooooo bad but my parents wont let me,negative
273492,1,@Linzilove happy birthday ! Hope its the best  take care,happy birthday hope its the best take care,neutral
913558,0,is having a back pain!  http://plurk.com/p/xgy73,is having a back pain,negative
464273,1,"@TamahomeJenkins thanks  but really, what could one's intentions/expectations be when one completely surrenders to user-generated content?",thanks but really what could ones intentionsexpectations be when one completely surrenders to usergenerated content,neutral
986249,1,It got boring so I attempted riverdancing  ,it got boring so i attempted riverdancing,neutral
1039520,0,"New version (.26) of tweetdeck available... allows syncing across systems (AWESOME!), but still with the funky scrollbar/no min. to tray ",new version of tweetdeck available allows syncing across systems awesome but still with the funky scrollbarno min to tray,negative
79974,1,@chaitrasuresh oooh  Its a very very tempting offer ,oooh its a very very tempting offer,neutral
565405,1,Awwee The Vicar Of Dibley isn't on tonight..damn you footy! Lucky I'm all movied up...About to watch Bound ,awwee the vicar of dibley isnt on tonightdamn you footy lucky im all movied upabout to watch bound,neutral
591383,1,@anamariecox Hey! You answered my question. Sweet!  I love new media.,hey you answered my question sweet i love new media,neutral
785408,0,i am up north in south shields haging out with my family having a great time but have to go back home on saturday ,i am up north in south shields haging out with my family having a great time but have to go back home on saturday,negative
328986,0,"@lauramingram awwww  I didn't feel sick luckily. Got to sleep pretty quickly too, but then the cats next door woke me up.",awwww i didnt feel sick luckily got to sleep pretty quickly too but then the cats next door woke me up,negative
106486,0,@bkGirlFriday I want ice cream... ,i want ice cream,negative
401940,0,@RockinRita So once again our plans fell through to meet up. ,so once again our plans fell through to meet up,negative
997858,0,Its soooooooooo boring &amp; i am hungry ,its soooooooooo boring amp i am hungry,negative
539709,0,And then I was gonna watch The first season of &quot;The Tudors&quot; on Netflix but its not working ,and then i was gonna watch the first season of quotthe tudorsquot on netflix but its not working,negative
858104,0,i really must stop biting my nails ,i really must stop biting my nails,negative
742680,0,"fuck, i'm far too sick!  going to lie down..again! gheyyy!",fuck im far too sick going to lie downagain gheyyy,negative
526217,0," wishes he could have been in Lubbock, Texas yesterday shooting photos of the dust storm.",wishes he could have been in lubbock texas yesterday shooting photos of the dust storm,negative
26540,1,@Adrienne_Bailon - how many of us are awake!  ~Medi in NYC,how many of us are awake medi in nyc,neutral
1008935,0,ms bocinas chafean ,ms bocinas chafean,negative
224291,1,@jimcota yes. This is why my blood pressure is so high.  ,yes this is why my blood pressure is so high,neutral
18054,0,"@ missymissymissy im not!  ill be at work, &amp; its gonna be scaryyyyy!  &lt;celiaelise. &gt;",missymissymissy im not ill be at work amp its gonna be scaryyyyy ltceliaelise gt,negative
390996,1,@realin Enjoy the Urgent Work then ,enjoy the urgent work then,neutral
304637,1,@merengueh hi chaka! i miss you. ,hi chaka i miss you,neutral
907543,1,"is at work, then workout, then maybe a phone call tonight?!  ",is at work then workout then maybe a phone call tonight,neutral
434374,1,@shrnclrk  Apparently she eventually heeded the call,apparently she eventually heeded the call,neutral
543525,0,any suggestions on how to eliminate my hayfever welcome. My nose is bright red and my throat is sore and 3  antihistamines haven't helped ,any suggestions on how to eliminate my hayfever welcome my nose is bright red and my throat is sore and antihistamines havent helped,negative
629296,1,Chilled with josh tonight. I miss that fuck.  now i'm watching Ren &amp; Stimpy. ,chilled with josh tonight i miss that fuck now im watching ren amp stimpy,neutral
904199,0,"In the office, and once again, the download failed ",in the office and once again the download failed,negative
1011326,0,my booger's birthday is this weekend and im gonna miss it!  @princessmeliss,my boogers birthday is this weekend and im gonna miss it,negative
72018,1,@cali_chica Yeah girl sure did dam! lmao feeling much better now ,yeah girl sure did dam lmao feeling much better now,neutral
59499,0,@belibradley eww  I'm sorry! I hope you feel better!,eww im sorry i hope you feel better,negative
349771,1,"@maryellenburke If it involves M&amp;Ms, I'm in. ;) Olivia and I will be  by sometime soon. ",if it involves mampms im in olivia and i will be by sometime soon,neutral
4592,0, semi driving west bound on 91 crashed-drove through divider and is now on 91E. Side. Sending my prayers!,semi driving west bound on crasheddrove through divider and is now on e side sending my prayers,negative
47929,1,@Arkhell Make sure you Tweet the photos ,make sure you tweet the photos,neutral
470572,0,@S_sS  STAY out of dis steven i am on a rampage !! dnt get dragged in ..i luv  @Asgillus to bits ..but sumtimes  ... ur all der same,stay out of dis steven i am on a rampage dnt get dragged in i luv to bits but sumtimes ur all der same,negative
92625,1,@BarryForward Very pleased you enjoyed it  looking forward to seeing you at the next one!,very pleased you enjoyed it looking forward to seeing you at the next one,neutral
201874,1,@iMWConnect Thanks for the retweet yesterday - much appreciated ,thanks for the retweet yesterday much appreciated,neutral
83854,1,"@chiniehdiaz I just read that, that is funny but a bit scary, these kids are brainwashed, I think some of them think it's all true????? ",i just read that that is funny but a bit scary these kids are brainwashed i think some of them think its all true,neutral
474467,0,"@samurai_jen no, he turned out to be so boring i never even went out with him!! ",no he turned out to be so boring i never even went out with him,negative
708620,1,@Coach_Colette By saying a big HELLO to you! ,by saying a big hello to you,neutral
847629,0,"I love when ppl win on The Price is Right, and cry tears of joy.  Then... they learn about the taxes they have to pay on prizes, and cry ",i love when ppl win on the price is right and cry tears of joy then they learn about the taxes they have to pay on prizes and cry,negative
536337,1,#followfriday @robin_low Robin's awesome ,robins awesome,neutral
541821,1,&quot;I just want to hug you and kiss you. I just want to see your pretty face.&quot; Teh boy.  &lt;3333,quoti just want to hug you and kiss you i just want to see your pretty facequot teh boy lt,neutral
290780,1,@jramirez r u still up?! Tried 2 keep up w/kids but failed  am now home watching discovery n waiting 2 c who comes 2 crashes n my couch!,r u still up tried keep up wkids but failed am now home watching discovery n waiting c who comes crashes n my couch,neutral
48071,1,"@arnab_deka definitely a block, but I'm through with about 3/4 of my essay now  - still will be a late night... I'm losing motivation!",definitely a block but im through with about of my essay now still will be a late night im losing motivation,neutral
77624,1,@AprilJM Goodluck Lips! Here's hoping for a good weekend all around ,goodluck lips heres hoping for a good weekend all around,neutral
14905,1,(Anonymous_User5333939:Office): hmm I've never seen the Insanity Level past 0% lol. You are one cool cucumber my friend ,anonymoususeroffice hmm ive never seen the insanity level past lol you are one cool cucumber my friend,neutral
763325,0,Gonna attempt to leave my phone in living room on charger and go to sleep alone.  wish me luck!! Night everybody and their momma!!,gonna attempt to leave my phone in living room on charger and go to sleep alone wish me luck night everybody and their momma,negative
29959,1,@AlanCarr McFly - Falling in love as I am kind of in the video ,mcfly falling in love as i am kind of in the video,neutral
895129,0,I really don't want to get out of bed ,i really dont want to get out of bed,negative
341297,1,@necolebitchie lol that was for @telltell_heart ,lol that was for,neutral
164430,0,@fromduval you forgot me  LOL,you forgot me lol,negative
836169,1,"http://twitpic.com/6qeyl Rainy wether, no biking in the morning, then to museum, but closed! @$! Biking in afternoon ",rainy wether no biking in the morning then to museum but closed biking in afternoon,neutral
415623,0,@sheabutterball officially  new one tomorrow i hope.,officially new one tomorrow i hope,negative
676613,1,"feeling great  I had to drive all the way from Prague to home only by myself...and, I made it ))",feeling great i had to drive all the way from prague to home only by myselfand i made it,neutral
27511,1,"@agius No problem, but who's RENCAMPO? ",no problem but whos rencampo,neutral
416295,1,@shenaclover I'm just chilllinnn...got home late I was out and aboutt ,im just chilllinnngot home late i was out and aboutt,neutral
522864,1,about to sit back and watch Good News Week. Still smiling about the 15th Championship too ,about to sit back and watch good news week still smiling about the th championship too,neutral
638854,1,brb guys! eating Mi-goren ,brb guys eating migoren,neutral
864373,0,"I think the Academy was too chicken to give the Best Picture to Brokeback Mountain, and that sucks.",i think the academy was too chicken to give the best picture to brokeback mountain and that sucks,negative
650082,1,Enjoyed the first day of classes. 2c! ,enjoyed the first day of classes c,neutral
609763,1,Check Tweetie http://bit.ly/6FXY New Twitter Client for Mac... very nice ,check tweetie new twitter client for mac very nice,neutral
290877,1,@LuvinMeSomeD I love it! Early afternoon wine tasting! Glad 2 kno ur livin every second! @MrsDDoubleU glad the weather is good! ,i love it early afternoon wine tasting glad kno ur livin every second glad the weather is good,neutral
517256,1,@TheYoungDiva congrats ! ,congrats,neutral
694866,1,"Dutch yesterday, Scotts today. Hope Banglas don't pick up many ideas ",dutch yesterday scotts today hope banglas dont pick up many ideas,neutral
320718,0,@missannajane gonna be devilled sausages--my least face food evar. and have to be around house tomorrow 4 tow truck to get our broken car ,gonna be devilled sausagesmy least face food evar and have to be around house tomorrow tow truck to get our broken car,negative
1031862,0,Lame. Lame. LAME. ftsk's show is on sunday! Cant leave my poppa ,lame lame lame ftsks show is on sunday cant leave my poppa,negative
476566,0,@Sarah812 @aianna21 I don't even have any alcohol in the house  Booo. I have nothing snacky either.,i dont even have any alcohol in the house booo i have nothing snacky either,negative
754452,1,"@drbuk Sounds good, give us a DM when you're done. I'll send you a message on YouTube later today. ",sounds good give us a dm when youre done ill send you a message on youtube later today,neutral
255664,0,@KevinHart4real too mad I missed u  Hope Chicago showed u a good time!,too mad i missed u hope chicago showed u a good time,negative
114892,1,@britneyspears welcome ,welcome,neutral
763330,1,have to tell everyone  - my daughter got the job - she is SO excited lol BUBBLY for everyone lol ,have to tell everyone my daughter got the job she is so excited lol bubbly for everyone lol,neutral
149031,1,@ericg622  LOLOL! Boy you out ur mind! nom nom nom! ,lolol boy you out ur mind nom nom nom,neutral
243003,0, mugging sucks ttm. I HATE DOING NOTES!,mugging sucks ttm i hate doing notes,negative
510742,1,"@TheInsaneNinja you actually watch that crap? i'd rather have a large truck run over my head until my eyes pop out, which are then burnt ",you actually watch that crap id rather have a large truck run over my head until my eyes pop out which are then burnt,neutral
454935,1,@rehna_tu Good! Glad you came back! ,good glad you came back,neutral
147721,0,@endlessblush taste buds don't work  you know how everything just tastes like nothing. poo *stomps feet*,taste buds dont work you know how everything just tastes like nothing poo stomps feet,negative
488874,0,@xclusivebby u and me both shmoopie ,u and me both shmoopie,negative
318727,1,@koolbadges @Reject_Rant more like a proud uncle who can play with it then give it back at night  I'm on Land Rovers now!,more like a proud uncle who can play with it then give it back at night im on land rovers now,neutral
946529,1,Is out like a light and in like flin ,is out like a light and in like flin,neutral
576803,0,Another day on the lake. No big gators this time. ,another day on the lake no big gators this time,negative
5588,0,#asot400 cant get nothing ,cant get nothing,negative
959284,0,It makes me sad that it's now acceptable that I get sent notice of a relatives death via txt message.  ,it makes me sad that its now acceptable that i get sent notice of a relatives death via txt message,negative
1002338,0,@LiveInLove10 It was my computer's fauly. AIM was taking fooooorever to type. I'm soooo sorry! ,it was my computers fauly aim was taking fooooorever to type im soooo sorry,negative
570430,0,@zsazsabinks no invite? me wawa. ,no invite me wawa,negative
521861,1,Aaaah twitter I missed you!  Sleep then lake. ,aaaah twitter i missed you sleep then lake,neutral
851705,0,I need to buy new clothes. My closet sucks. ,i need to buy new clothes my closet sucks,negative
507230,0,@YoungSimmons Whew! That's n0t a g00d thing... ,whew thats nt a gd thing,negative
686969,0,@CertifiedStrike goodmorning. Awww no tacos for you today ,goodmorning awww no tacos for you today,negative
200074,0,@forcedexit Ouch. I'm sorry that happened.  Recourse?,ouch im sorry that happened recourse,negative
672825,0,Damn. No internet tonight  funmaps tomorrow!,damn no internet tonight funmaps tomorrow,negative
394325,1,@ReReLunsford swing by and say hi! we are cooking out behind the movie gallery! ,swing by and say hi we are cooking out behind the movie gallery,neutral
425322,1,@SonnyBoyBlaire well i guess that means i need to stay away from you then ,well i guess that means i need to stay away from you then,neutral
563611,0,@xsugarrush Hey Becky! I just came on... It's sadly my last day... ,hey becky i just came on its sadly my last day,negative
562380,1,"@1jh isnt it? Its boiling, me is opting for a BBQ! ",isnt it its boiling me is opting for a bbq,neutral
945566,1,is now in boon fang's house and will heading to NHPS! ,is now in boon fangs house and will heading to nhps,neutral
389879,1,@MyCheMicALmuse welcome back!  ,welcome back,neutral
928735,1,@katie_clarke thinking? What about? Don't wear yourself out too much... We need your brain in the office this week ,thinking what about dont wear yourself out too much we need your brain in the office this week,neutral
766605,0,Hellen just called me and left me a voicemail...Morrissey was on the other line. ,hellen just called me and left me a voicemailmorrissey was on the other line,negative
118779,0,@butlifeisabitch your msn sucks :@ love you paal ,your msn sucks love you paal,negative
106376,1,@BJoie Look in PG I posted signs and shirt ,look in pg i posted signs and shirt,neutral
749100,1,@dmdzine i thought about that one. ,i thought about that one,neutral
757313,0,hmmm...i'm missing something....what is it??  http://plurk.com/p/12er4f,hmmmim missing somethingwhat is it,negative
925544,1,"I'm a winner I'm a winner. Yes I am! Yes I am! I'm a fucking winner I'm a fucking winner, yes I am. Yes I ammmmmmmm ",im a winner im a winner yes i am yes i am im a fucking winner im a fucking winner yes i am yes i ammmmmmmm,neutral
114229,0,@dchieng u know something - i really really want to. nothing beats an icy pint after such a day. ,u know something i really really want to nothing beats an icy pint after such a day,negative
347958,1,@ManMadeMoon Congrats on the write-up in Rolling Stone... another article that'll have you forever remembered in your &quot;beardy&quot; look ,congrats on the writeup in rolling stone another article thatll have you forever remembered in your quotbeardyquot look,neutral
825982,0,i have no friends(emailing me) ,i have no friendsemailing me,negative
418855,1,@sillybeggar your 15 min of fame buddy ,your min of fame buddy,neutral
802388,0,"I feel abandoned I had 26 follwers this morning now I have 22, miss one day on twitter and people leave you  ",i feel abandoned i had follwers this morning now i have miss one day on twitter and people leave you,negative
695542,1,Going to sleep early today to wake up early tomorrow........ Good Night Twitter ,going to sleep early today to wake up early tomorrow good night twitter,neutral
968546,0,@Kyro81 ya I haven't seen u in foreverrr!  I'll text u when I get back to KY...do u still have the same number?,ya i havent seen u in foreverrr ill text u when i get back to kydo u still have the same number,negative
283367,1,"@lisavandalism Simple, but good!  http://lookbook.nu/look/143661",simple but good,neutral
76602,1,@cashonwebsites Hello there I am going to Accept you to follow me ,hello there i am going to accept you to follow me,neutral
869858,0,I wanna scratch my ass so bad but ppl r watchin ,i wanna scratch my ass so bad but ppl r watchin,negative
730442,0,@ddlovato I'm supposed 2g2 ur show in CT and can't make it  It is fathers day tho (we realized that after the tickets were purchased),im supposed g ur show in ct and cant make it it is fathers day tho we realized that after the tickets were purchased,negative
839980,1,i already removed &quot;CNN NEWS&quot; in my following.. sila pumupuno sa twitter updates ko eh!! ,i already removed quotcnn newsquot in my following sila pumupuno sa twitter updates ko eh,neutral
